lead_id,first_touch_time,channel,industry,company_size,jobtitle_level,email_domain,pyhone_contry_code,form_length,utm_source,utm_campaign
L0706,2024/4/27 2:53,PARTNER,FinTech,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0707,2024/5/2 14:17,WEBINAR,FinTech,0-50,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0708,2024/3/30 5:03,REFERRAL,SaaS,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0709,2024/3/31 21:02,REFERRAL,E-commerce,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0710,2024/4/5 14:00,ADS,E-commerce,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0711,2024/5/27 21:20,WEBINAR,FinTech,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0712,2024/5/1 22:45,WEBINAR,Manufacturing,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0713,2024/5/2 16:15,SEO,FinTech,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0714,2024/4/30 11:18,REFERRAL,FinTech,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0715,2024/3/26 4:16,PARTNER,Manufacturing,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0716,2024/6/24 7:27,REFERRAL,FinTech,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0717,2024/3/19 19:32,ADS,E-commerce,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0718,2024/3/29 10:38,ADS,Healthcare,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0719,2024/5/26 8:02,WEBINAR,Healthcare,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0720,2024/4/3 6:42,REFERRAL,FinTech,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0721,2024/3/12 0:36,REFERRAL,FinTech,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0722,2024/3/11 15:55,PARTNER,SaaS,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0723,2024/6/5 3:11,REFERRAL,E-commerce,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0724,2024/4/18 22:41,REFERRAL,FinTech,51-200,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0725,2024/4/22 2:22,SEO,SaaS,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0726,2024/3/27 9:58,ADS,Healthcare,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0727,2024/3/2 23:47,ADS,SaaS,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0728,2024/5/17 14:05,SEO,Healthcare,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0729,2024/3/17 20:03,SEO,FinTech,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0730,2024/3/9 15:54,REFERRAL,E-commerce,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0731,2024/6/30 2:25,PARTNER,SaaS,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0732,2024/6/1 2:08,REFERRAL,FinTech,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0733,2024/5/8 7:27,ADS,Manufacturing,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0734,2024/6/20 5:55,SEO,SaaS,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0735,2024/4/20 22:26,PARTNER,SaaS,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0736,2024/5/18 10:25,PARTNER,SaaS,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0737,2024/6/6 22:12,SEO,Healthcare,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0738,2024/6/18 15:21,SEO,SaaS,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0739,2024/4/15 5:48,WEBINAR,FinTech,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0740,2024/3/11 16:15,REFERRAL,Manufacturing,0-50,Manager,163.com,163.com,163.com,163.com,163.com
L0741,2024/6/24 15:44,WEBINAR,SaaS,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0742,2024/5/13 22:38,WEBINAR,E-commerce,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0743,2024/3/24 10:21,REFERRAL,E-commerce,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0744,2024/4/3 9:24,SEO,Manufacturing,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0745,2024/5/13 17:46,PARTNER,E-commerce,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0746,2024/3/3 18:11,WEBINAR,Healthcare,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0747,2024/4/10 22:54,REFERRAL,Healthcare,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0748,2024/4/30 11:16,PARTNER,E-commerce,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0749,2024/4/13 20:33,ADS,FinTech,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0750,2024/3/3 4:38,SEO,Healthcare,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0751,2024/5/24 8:37,ADS,FinTech,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0752,2024/5/21 6:25,PARTNER,E-commerce,1000+,VP+,company.com,company.com,company.com,company.com,company.com
L0753,2024/6/20 20:29,SEO,Manufacturing,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0754,2024/3/2 11:35,REFERRAL,Healthcare,0-50,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0755,2024/5/31 18:06,WEBINAR,FinTech,51-200,Individual,163.com,163.com,163.com,163.com,163.com
L0756,2024/4/30 2:39,ADS,E-commerce,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0757,2024/4/9 17:53,SEO,SaaS,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0758,2024/4/6 4:44,REFERRAL,E-commerce,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0759,2024/4/25 15:38,PARTNER,Healthcare,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0760,2024/5/9 14:03,PARTNER,FinTech,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0761,2024/3/4 16:28,WEBINAR,SaaS,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0762,2024/4/15 3:30,WEBINAR,Manufacturing,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0763,2024/6/16 14:15,SEO,FinTech,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0764,2024/3/30 13:31,ADS,Manufacturing,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0765,2024/3/17 0:03,ADS,Healthcare,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0766,2024/6/23 11:18,WEBINAR,SaaS,1000+,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0767,2024/5/15 2:14,ADS,E-commerce,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0768,2024/6/26 18:59,ADS,Manufacturing,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0769,2024/5/31 0:57,ADS,Manufacturing,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0770,2024/5/4 7:19,WEBINAR,SaaS,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0771,2024/5/24 5:35,WEBINAR,Healthcare,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0772,2024/4/10 17:24,ADS,Healthcare,0-50,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0773,2024/4/3 19:19,SEO,Manufacturing,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0774,2024/4/24 8:26,REFERRAL,FinTech,0-50,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0775,2024/4/26 18:36,REFERRAL,Healthcare,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0776,2024/6/12 2:51,REFERRAL,Healthcare,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0777,2024/3/8 22:23,ADS,Manufacturing,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0778,2024/3/12 7:56,PARTNER,Healthcare,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0779,2024/6/18 7:20,SEO,E-commerce,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0780,2024/6/1 13:17,ADS,E-commerce,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0781,2024/4/6 15:03,WEBINAR,Manufacturing,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0782,2024/5/17 8:08,WEBINAR,SaaS,201-1000,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0783,2024/4/14 0:30,WEBINAR,E-commerce,51-200,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0784,2024/6/9 14:43,WEBINAR,Manufacturing,0-50,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0785,2024/3/27 17:41,REFERRAL,Healthcare,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0786,2024/6/1 3:45,WEBINAR,Healthcare,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0787,2024/6/1 2:34,REFERRAL,FinTech,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0788,2024/5/30 0:45,ADS,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0789,2024/6/20 14:34,PARTNER,FinTech,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0790,2024/4/2 1:36,PARTNER,Manufacturing,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0791,2024/3/15 11:02,PARTNER,SaaS,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0792,2024/6/25 7:04,PARTNER,E-commerce,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0793,2024/6/7 11:51,SEO,FinTech,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0794,2024/4/4 15:45,WEBINAR,FinTech,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0795,2024/6/15 9:45,ADS,SaaS,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0796,2024/5/28 3:57,ADS,E-commerce,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0797,2024/6/9 0:59,PARTNER,SaaS,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0798,2024/4/2 15:44,PARTNER,Healthcare,0-50,Director,163.com,163.com,163.com,163.com,163.com
L0799,2024/3/21 16:33,WEBINAR,E-commerce,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0800,2024/4/16 11:25,REFERRAL,E-commerce,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0801,2024/3/21 21:21,WEBINAR,FinTech,201-1000,Manager,163.com,163.com,163.com,163.com,163.com
L0802,2024/6/3 17:52,PARTNER,Manufacturing,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0803,2024/3/1 8:05,REFERRAL,E-commerce,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0804,2024/4/28 2:30,SEO,Manufacturing,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0805,2024/6/8 16:41,PARTNER,Manufacturing,201-1000,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0806,2024/3/14 2:47,PARTNER,Manufacturing,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0807,2024/5/19 12:15,PARTNER,E-commerce,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0808,2024/4/6 12:40,WEBINAR,Healthcare,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0809,2024/6/30 4:20,PARTNER,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0810,2024/6/25 16:03,REFERRAL,Healthcare,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0811,2024/5/5 13:28,PARTNER,Healthcare,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0812,2024/3/12 20:09,WEBINAR,E-commerce,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0813,2024/4/29 1:52,ADS,SaaS,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0814,2024/4/23 11:42,PARTNER,Healthcare,201-1000,Manager,company.com,company.com,company.com,company.com,company.com
L0815,2024/6/20 13:08,REFERRAL,E-commerce,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0816,2024/5/22 11:43,PARTNER,E-commerce,1000+,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0817,2024/3/18 15:48,SEO,FinTech,0-50,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0818,2024/6/6 10:24,REFERRAL,E-commerce,1000+,VP+,company.com,company.com,company.com,company.com,company.com
L0819,2024/4/16 15:43,ADS,Healthcare,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0820,2024/3/20 16:40,REFERRAL,FinTech,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0821,2024/3/10 10:39,REFERRAL,E-commerce,1000+,Director,163.com,163.com,163.com,163.com,163.com
L0822,2024/5/24 5:52,PARTNER,E-commerce,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0823,2024/5/31 4:41,WEBINAR,Manufacturing,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0824,2024/5/30 22:36,WEBINAR,SaaS,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0825,2024/5/11 12:19,WEBINAR,E-commerce,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0826,2024/4/28 19:49,SEO,SaaS,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0827,2024/6/19 7:46,PARTNER,E-commerce,0-50,Director,company.com,company.com,company.com,company.com,company.com
L0828,2024/3/16 23:56,PARTNER,Healthcare,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0829,2024/4/17 3:15,REFERRAL,Healthcare,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0830,2024/6/5 16:00,WEBINAR,SaaS,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0831,2024/3/4 11:44,PARTNER,Healthcare,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0832,2024/3/19 14:36,WEBINAR,E-commerce,0-50,Director,company.com,company.com,company.com,company.com,company.com
L0833,2024/4/23 11:21,REFERRAL,Manufacturing,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0834,2024/3/8 1:10,WEBINAR,Healthcare,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0835,2024/3/8 3:17,PARTNER,FinTech,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0836,2024/3/4 17:21,PARTNER,Healthcare,201-1000,Individual,163.com,163.com,163.com,163.com,163.com
L0837,2024/5/19 15:42,REFERRAL,Manufacturing,201-1000,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0838,2024/3/16 3:38,ADS,E-commerce,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0839,2024/4/2 22:57,ADS,E-commerce,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0840,2024/5/8 19:45,REFERRAL,Healthcare,1000+,VP+,163.com,163.com,163.com,163.com,163.com
L0841,2024/4/9 23:06,REFERRAL,FinTech,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0842,2024/3/7 16:37,WEBINAR,Manufacturing,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0843,2024/6/29 7:35,REFERRAL,FinTech,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0844,2024/3/11 13:20,WEBINAR,Manufacturing,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0845,2024/3/28 23:15,PARTNER,Manufacturing,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0846,2024/3/5 7:13,PARTNER,Manufacturing,1000+,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0847,2024/5/11 19:02,ADS,SaaS,201-1000,VP+,company.com,company.com,company.com,company.com,company.com
L0848,2024/3/20 2:57,PARTNER,Healthcare,51-200,VP+,company.com,company.com,company.com,company.com,company.com
L0849,2024/3/26 23:08,PARTNER,Healthcare,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0850,2024/3/30 17:05,REFERRAL,Healthcare,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0851,2024/5/3 5:26,REFERRAL,Healthcare,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0852,2024/3/25 4:46,WEBINAR,FinTech,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0853,2024/3/11 11:29,ADS,FinTech,0-50,VP+,163.com,163.com,163.com,163.com,163.com
L0854,2024/5/5 14:00,ADS,Manufacturing,0-50,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0855,2024/6/22 10:49,WEBINAR,Healthcare,51-200,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0856,2024/5/26 22:09,WEBINAR,E-commerce,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0857,2024/3/3 4:34,SEO,E-commerce,0-50,VP+,company.com,company.com,company.com,company.com,company.com
L0858,2024/3/23 22:29,ADS,Manufacturing,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0859,2024/6/3 1:49,WEBINAR,SaaS,1000+,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0860,2024/3/31 20:59,SEO,SaaS,201-1000,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0861,2024/4/9 18:47,PARTNER,Manufacturing,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0862,2024/4/2 7:57,PARTNER,SaaS,51-200,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0863,2024/6/10 19:27,SEO,Healthcare,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0864,2024/5/13 5:30,WEBINAR,E-commerce,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0865,2024/3/3 0:15,WEBINAR,Healthcare,51-200,VP+,163.com,163.com,163.com,163.com,163.com
L0866,2024/3/18 5:59,WEBINAR,SaaS,1000+,Individual,163.com,163.com,163.com,163.com,163.com
L0867,2024/6/4 22:51,PARTNER,Manufacturing,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0868,2024/3/18 16:24,ADS,E-commerce,1000+,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0869,2024/5/24 7:03,WEBINAR,Healthcare,0-50,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0870,2024/5/1 1:57,WEBINAR,Healthcare,201-1000,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0871,2024/4/18 20:47,ADS,E-commerce,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0872,2024/3/8 10:09,REFERRAL,FinTech,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0873,2024/3/26 13:43,ADS,E-commerce,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0874,2024/5/25 4:46,REFERRAL,E-commerce,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0875,2024/5/4 8:44,WEBINAR,Healthcare,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0876,2024/4/10 1:43,SEO,Healthcare,201-1000,Director,company.com,company.com,company.com,company.com,company.com
L0877,2024/4/25 7:19,REFERRAL,SaaS,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0878,2024/6/24 11:18,ADS,E-commerce,0-50,Individual,company.com,company.com,company.com,company.com,company.com
L0879,2024/3/10 5:16,SEO,E-commerce,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0880,2024/3/9 14:17,WEBINAR,Healthcare,1000+,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0881,2024/3/28 1:02,PARTNER,FinTech,1000+,Manager,163.com,163.com,163.com,163.com,163.com
L0882,2024/4/19 9:47,WEBINAR,Manufacturing,1000+,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0883,2024/4/24 18:17,REFERRAL,FinTech,201-1000,Director,163.com,163.com,163.com,163.com,163.com
L0884,2024/3/2 4:53,REFERRAL,SaaS,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0885,2024/4/12 5:08,PARTNER,FinTech,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0886,2024/5/5 22:41,REFERRAL,Manufacturing,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0887,2024/6/29 18:52,PARTNER,Healthcare,51-200,Director,163.com,163.com,163.com,163.com,163.com
L0888,2024/5/5 14:32,PARTNER,SaaS,1000+,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0889,2024/3/12 0:21,SEO,SaaS,51-200,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0890,2024/3/30 10:07,SEO,Manufacturing,0-50,Manager,company.com,company.com,company.com,company.com,company.com
L0891,2024/4/1 14:48,SEO,E-commerce,51-200,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0892,2024/6/30 4:00,PARTNER,E-commerce,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0893,2024/5/29 2:40,ADS,Manufacturing,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0894,2024/4/18 9:20,SEO,FinTech,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0895,2024/4/15 16:45,PARTNER,Healthcare,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0896,2024/6/7 13:36,ADS,FinTech,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0897,2024/4/27 10:33,ADS,E-commerce,0-50,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0898,2024/4/20 4:19,SEO,Healthcare,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0899,2024/4/15 22:34,PARTNER,E-commerce,51-200,Director,company.com,company.com,company.com,company.com,company.com
L0900,2024/5/20 2:36,SEO,Manufacturing,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0901,2024/4/20 21:14,REFERRAL,SaaS,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0902,2024/4/16 2:10,WEBINAR,Healthcare,201-1000,Individual,company.com,company.com,company.com,company.com,company.com
L0903,2024/5/29 15:22,PARTNER,Manufacturing,201-1000,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0904,2024/3/4 3:22,SEO,Healthcare,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0905,2024/4/20 20:31,PARTNER,FinTech,51-200,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0906,2024/5/18 19:58,REFERRAL,Healthcare,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0907,2024/5/26 19:19,WEBINAR,Manufacturing,0-50,Individual,qq.com,qq.com,qq.com,qq.com,qq.com
L0908,2024/3/24 1:25,PARTNER,E-commerce,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0909,2024/6/22 6:31,SEO,FinTech,0-50,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0910,2024/5/3 20:28,WEBINAR,E-commerce,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0911,2024/5/23 20:25,ADS,Manufacturing,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0912,2024/6/14 18:45,ADS,Manufacturing,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0913,2024/5/12 20:03,REFERRAL,Healthcare,51-200,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0914,2024/6/10 1:11,ADS,FinTech,51-200,Individual,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0915,2024/4/5 3:45,SEO,Healthcare,51-200,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0916,2024/6/8 11:33,WEBINAR,Manufacturing,1000+,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0917,2024/3/5 10:03,PARTNER,E-commerce,1000+,Individual,company.com,company.com,company.com,company.com,company.com
L0918,2024/5/26 3:35,ADS,E-commerce,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0919,2024/3/6 1:43,WEBINAR,Manufacturing,51-200,Manager,163.com,163.com,163.com,163.com,163.com
L0920,2024/4/19 9:59,SEO,FinTech,0-50,Individual,163.com,163.com,163.com,163.com,163.com
L0921,2024/4/17 16:40,REFERRAL,E-commerce,1000+,VP+,qq.com,qq.com,qq.com,qq.com,qq.com
L0922,2024/6/10 22:43,SEO,FinTech,201-1000,Individual,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0923,2024/5/10 6:59,REFERRAL,Healthcare,201-1000,VP+,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0924,2024/3/18 23:02,ADS,SaaS,0-50,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0925,2024/5/23 22:52,REFERRAL,FinTech,51-200,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0926,2024/4/3 5:26,REFERRAL,Healthcare,0-50,Manager,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0927,2024/6/1 14:40,WEBINAR,Manufacturing,201-1000,Manager,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0928,2024/4/27 2:32,SEO,Manufacturing,0-50,Manager,qq.com,qq.com,qq.com,qq.com,qq.com
L0929,2024/5/7 6:30,PARTNER,E-commerce,1000+,Manager,company.com,company.com,company.com,company.com,company.com
L0930,2024/3/8 5:10,PARTNER,FinTech,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0931,2024/4/24 6:48,PARTNER,E-commerce,201-1000,VP+,163.com,163.com,163.com,163.com,163.com
L0932,2024/4/26 9:46,SEO,FinTech,1000+,VP+,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0933,2024/3/22 9:15,PARTNER,Manufacturing,51-200,Director,outlook.com,outlook.com,outlook.com,outlook.com,outlook.com
L0934,2024/4/8 11:15,WEBINAR,Healthcare,1000+,VP+,company.com,company.com,company.com,company.com,company.com
L0935,2024/3/27 1:29,WEBINAR,Healthcare,51-200,Director,gmail.com,gmail.com,gmail.com,gmail.com,gmail.com
L0936,2024/5/31 0:06,ADS,SaaS,51-200,Manager,company.com,company.com,company.com,company.com,company.com
L0937,2024/5/29 20:24,ADS,SaaS,201-1000,Director,qq.com,qq.com,qq.com,qq.com,qq.com
L0938,2024/4/23 4:50,ADS,SaaS,1000+,Director,qq.com,qq.com,qq.com,qq.com,qq.com
